thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture
"(0, 0, 0)","(-0.885971, 0.323496, 0.332273)","(-0.823671, 0.348603, 0.44726)","(-0.726727, 0.371036, 0.5781)","(-0.711205, 0.674953, 0.196533)","(-0.8019, 0.0146013, 0.59728)","(-0.198544, -0.770601, 0.605603)","(0.306826, -0.902645, 0.301813)","(-0.626298, 0.722284, 0.293354)","(-0.483333, 0.826641, 0.28819)","(-0.698918, 0.481578, 0.528769)","(-0.760335, 0.105402, 0.640922)","(-0.520631, 0.756588, 0.395625)","(-0.322508, 0.891642, 0.317746)","(-0.559524, 0.641502, 0.524793)","(-0.692485, 0.34011, 0.636231)","(-0.394409, 0.797521, 0.45651)","(-0.226666, 0.863165, 0.451186)","(-0.509924, 0.609631, 0.6069)","(-0.683342, 0.313882, 0.659183)",oinch
"(0, 0, 0)","(-0.874194, 0.329742, 0.356448)","(-0.808432, 0.353968, 0.470259)","(-0.707526, 0.375109, 0.598916)","(-0.700152, 0.680129, 0.21728)","(-0.785286, 0.0189949, 0.618842)","(-0.190674, -0.770589, 0.608142)","(0.304122, -0.906888, 0.291656)","(-0.612367, 0.726392, 0.312027)","(-0.473535, 0.828533, 0.298828)","(-0.682105, 0.493722, 0.539418)","(-0.745715, 0.128191, 0.653817)","(-0.503797, 0.759435, 0.411639)","(-0.312639, 0.892199, 0.325942)","(-0.537875, 0.655179, 0.530501)","(-0.668871, 0.370579, 0.644424)","(-0.375699, 0.799089, 0.469369)","(-0.219143, 0.860913, 0.459135)","(-0.493242, 0.613522, 0.616688)","(-0.663581, 0.32705, 0.672829)",oinch
"(0, 0, 0)","(-0.863736, 0.335788, 0.375775)","(-0.795063, 0.359549, 0.488467)","(-0.690842, 0.379913, 0.615145)","(-0.690417, 0.684926, 0.232809)","(-0.770412, 0.0247322, 0.637066)","(-0.185703, -0.768147, 0.612752)","(0.298925, -0.910101, 0.286983)","(-0.600253, 0.730523, 0.325626)","(-0.465509, 0.831294, 0.30373)","(-0.667042, 0.509631, 0.543444)","(-0.733318, 0.157466, 0.661399)","(-0.489297, 0.762751, 0.422846)","(-0.305572, 0.892406, 0.332021)","(-0.521772, 0.664092, 0.535478)","(-0.650267, 0.390983, 0.651371)","(-0.359688, 0.801475, 0.477769)","(-0.209957, 0.861176, 0.462918)","(-0.476632, 0.620267, 0.622969)","(-0.644876, 0.342051, 0.683474)",oinch
"(0, 0, 0)","(-0.849095, 0.349732, 0.395886)","(-0.777197, 0.372347, 0.50727)","(-0.6694, 0.39092, 0.631731)","(-0.673533, 0.695993, 0.248889)","(-0.754048, 0.0415756, 0.655502)","(-0.193528, -0.759911, 0.620549)","(0.277389, -0.916604, 0.287911)","(-0.580509, 0.740054, 0.339602)","(-0.453308, 0.836371, 0.308215)","(-0.648667, 0.530855, 0.545366)","(-0.719463, 0.195154, 0.66655)","(-0.466818, 0.770405, 0.434231)","(-0.290598, 0.895381, 0.337411)","(-0.50125, 0.675118, 0.541262)","(-0.629448, 0.411334, 0.659241)","(-0.335355, 0.80697, 0.486144)","(-0.192483, 0.862927, 0.467234)","(-0.453713, 0.63049, 0.629783)","(-0.62196, 0.361749, 0.694481)",oinch
"(0, 0, 0)","(-0.832835, 0.356882, 0.423109)","(-0.75722, 0.377846, 0.532775)","(-0.645309, 0.394196, 0.654359)","(-0.657546, 0.702056, 0.273406)","(-0.733387, 0.0524915, 0.677782)","(-0.196552, -0.754622, 0.62603)","(0.258643, -0.923277, 0.284013)","(-0.561395, 0.74433, 0.361674)","(-0.443834, 0.837482, 0.318803)","(-0.628772, 0.549495, 0.550182)","(-0.701883, 0.233542, 0.672918)","(-0.444637, 0.772623, 0.453157)","(-0.277504, 0.894695, 0.350017)","(-0.480105, 0.680544, 0.553497)","(-0.605832, 0.425225, 0.672422)","(-0.311287, 0.807237, 0.501467)","(-0.177493, 0.85902, 0.480189)","(-0.431577, 0.630934, 0.64472)","(-0.597629, 0.369061, 0.711782)",oinch
"(0, 0, 0)","(-0.816132, 0.359241, 0.452631)","(-0.736428, 0.379778, 0.559859)","(-0.619976, 0.395503, 0.677648)","(-0.644998, 0.703968, 0.297332)","(-0.70841, 0.0625172, 0.703027)","(-0.191467, -0.745327, 0.638615)","(0.246401, -0.925571, 0.287411)","(-0.545664, 0.745745, 0.38225)","(-0.437132, 0.837342, 0.32829)","(-0.609858, 0.562322, 0.558451)","(-0.680871, 0.261157, 0.68426)","(-0.425677, 0.773459, 0.469638)","(-0.267902, 0.894504, 0.357898)","(-0.459633, 0.686712, 0.563173)","(-0.580275, 0.439932, 0.685376)","(-0.290592, 0.807508, 0.51331)","(-0.168438, 0.855698, 0.489295)","(-0.411939, 0.630709, 0.657657)","(-0.572511, 0.375005, 0.72911)",oinch
"(0, 0, 0)","(-0.800486, 0.368139, 0.472966)","(-0.717388, 0.389109, 0.577884)","(-0.597214, 0.405085, 0.692272)","(-0.631932, 0.710427, 0.309767)","(-0.686788, 0.0804294, 0.722395)","(-0.189008, -0.730221, 0.656547)","(0.233781, -0.924814, 0.300108)","(-0.52994, 0.752296, 0.391426)","(-0.427761, 0.842868, 0.326487)","(-0.591644, 0.58195, 0.557935)","(-0.661956, 0.294723, 0.689168)","(-0.407316, 0.779996, 0.475079)","(-0.25914, 0.899804, 0.350997)","(-0.44154, 0.702495, 0.558161)","(-0.558327, 0.467187, 0.685571)","(-0.270826, 0.81357, 0.514546)","(-0.161983, 0.857952, 0.487524)","(-0.396553, 0.637985, 0.660092)","(-0.55233, 0.389159, 0.737215)",oinch
"(0, 0, 0)","(-0.786365, 0.374685, 0.491163)","(-0.700281, 0.396049, 0.593928)","(-0.576849, 0.412292, 0.705166)","(-0.620843, 0.715108, 0.321207)","(-0.666895, 0.0935813, 0.739252)","(-0.182045, -0.719326, 0.670395)","(0.228329, -0.923646, 0.307805)","(-0.516595, 0.757108, 0.399896)","(-0.420209, 0.847186, 0.325117)","(-0.57519, 0.600054, 0.55596)","(-0.644373, 0.327014, 0.691264)","(-0.391726, 0.784868, 0.480138)","(-0.252126, 0.904263, 0.344589)","(-0.425374, 0.716987, 0.552256)","(-0.538107, 0.492938, 0.683705)","(-0.254123, 0.818146, 0.515809)","(-0.156565, 0.861107, 0.483717)","(-0.383012, 0.646047, 0.660246)","(-0.534379, 0.403335, 0.742805)",oinch
"(0, 0, 0)","(-0.767629, 0.379913, 0.516151)","(-0.677873, 0.401136, 0.616099)","(-0.550479, 0.417035, 0.723225)","(-0.606271, 0.71902, 0.339773)","(-0.641071, 0.105197, 0.760238)","(-0.170604, -0.710519, 0.682684)","(0.224609, -0.923668, 0.310465)","(-0.499252, 0.7607, 0.414828)","(-0.4089, 0.851736, 0.327639)","(-0.553089, 0.620366, 0.556093)","(-0.620626, 0.363903, 0.694549)","(-0.371641, 0.788042, 0.490787)","(-0.239599, 0.906672, 0.347185)","(-0.403413, 0.726213, 0.556662)","(-0.511483, 0.510146, 0.691474)","(-0.232764, 0.820724, 0.52176)","(-0.146562, 0.862588, 0.484212)","(-0.363536, 0.65238, 0.665013)","(-0.50994, 0.415998, 0.752932)",oinch
"(0, 0, 0)","(-0.751472, 0.389447, 0.532561)","(-0.658754, 0.411355, 0.629944)","(-0.528197, 0.427798, 0.733483)","(-0.593461, 0.725732, 0.348019)","(-0.619691, 0.12438, 0.774928)","(-0.16305, -0.695178, 0.700101)","(0.219589, -0.920599, 0.322922)","(-0.484249, 0.76771, 0.419672)","(-0.399353, 0.858755, 0.321027)","(-0.534369, 0.643775, 0.547726)","(-0.600439, 0.403955, 0.69014)","(-0.354495, 0.795259, 0.491829)","(-0.228173, 0.912171, 0.340414)","(-0.383127, 0.74148, 0.550837)","(-0.48702, 0.536057, 0.689532)","(-0.214676, 0.827594, 0.518655)","(-0.138034, 0.870805, 0.471853)","(-0.346351, 0.669118, 0.657511)","(-0.488492, 0.441174, 0.752822)",oinch
"(0, 0, 0)","(-0.731696, 0.390803, 0.558475)","(-0.635355, 0.412948, 0.652532)","(-0.500936, 0.429604, 0.751335)","(-0.580499, 0.726601, 0.367522)","(-0.591706, 0.135127, 0.794749)","(-0.145676, -0.686046, 0.712825)","(0.222325, -0.918995, 0.325606)","(-0.468771, 0.768732, 0.435091)","(-0.390029, 0.860625, 0.327417)","(-0.513957, 0.655796, 0.552973)","(-0.575559, 0.427196, 0.697306)","(-0.336498, 0.796433, 0.502457)","(-0.217623, 0.912526, 0.346319)","(-0.362166, 0.746238, 0.558538)","(-0.459778, 0.54665, 0.699841)","(-0.195802, 0.828813, 0.524148)","(-0.136605, 0.880453, 0.454028)","(-0.332757, 0.688229, 0.644681)","(-0.467883, 0.46959, 0.748713)",oinch
"(0, 0, 0)","(-0.704641, 0.402996, 0.584016)","(-0.604114, 0.425468, 0.673812)","(-0.465349, 0.44217, 0.76677)","(-0.559141, 0.735341, 0.38293)","(-0.557462, 0.158282, 0.814974)","(-0.12867, -0.668563, 0.73244)","(0.220509, -0.915627, 0.336159)","(-0.444368, 0.77735, 0.445268)","(-0.372126, 0.869229, 0.325522)","(-0.483199, 0.683847, 0.546691)","(-0.541263, 0.475797, 0.69329)","(-0.309184, 0.804765, 0.506713)","(-0.197583, 0.917339, 0.345617)","(-0.33227, 0.757259, 0.562277)","(-0.42433, 0.564082, 0.708347)","(-0.167464, 0.836271, 0.522117)","(-0.12192, 0.891973, 0.435338)","(-0.307839, 0.709477, 0.633938)","(-0.437726, 0.499277, 0.747742)",oinch
"(0, 0, 0)","(-0.671184, 0.414005, 0.614907)","(-0.565976, 0.436259, 0.699535)","(-0.422442, 0.452384, 0.785424)","(-0.532957, 0.743398, 0.404124)","(-0.515698, 0.177861, 0.838106)","(-0.104271, -0.654719, 0.748646)","(0.222566, -0.913672, 0.340099)","(-0.414869, 0.784825, 0.460362)","(-0.350961, 0.877248, 0.32751)","(-0.448625, 0.708825, 0.544337)","(-0.501693, 0.518892, 0.692139)","(-0.27657, 0.811464, 0.514817)","(-0.173314, 0.920802, 0.349407)","(-0.295808, 0.767342, 0.568932)","(-0.380879, 0.581735, 0.71869)","(-0.133988, 0.841777, 0.522932)","(-0.0990073, 0.899333, 0.425908)","(-0.274507, 0.723489, 0.633411)","(-0.399033, 0.518931, 0.755966)",oinch
"(0, 0, 0)","(-0.639082, 0.42537, 0.640808)","(-0.529679, 0.448289, 0.720054)","(-0.381931, 0.464891, 0.798752)","(-0.509915, 0.751222, 0.41911)","(-0.475051, 0.199663, 0.857007)","(-0.0764391, -0.637001, 0.767064)","(0.229551, -0.908439, 0.349349)","(-0.389092, 0.792853, 0.469032)","(-0.333989, 0.884427, 0.325945)","(-0.418162, 0.731682, 0.538314)","(-0.464902, 0.55873, 0.686794)","(-0.248226, 0.81958, 0.516404)","(-0.154276, 0.925408, 0.346148)","(-0.261224, 0.784526, 0.562388)","(-0.337045, 0.614198, 0.713556)","(-0.105299, 0.849339, 0.517238)","(-0.0784285, 0.907987, 0.411593)","(-0.240299, 0.742529, 0.625225)","(-0.357272, 0.548106, 0.756265)",oinch
"(0, 0, 0)","(-0.617582, 0.436525, 0.654246)","(-0.505702, 0.45926, 0.730305)","(-0.355537, 0.475325, 0.804773)","(-0.492009, 0.759231, 0.426023)","(-0.450626, 0.219186, 0.865387)","(-0.0655234, -0.62249, 0.77988)","(0.226946, -0.905402, 0.358806)","(-0.369517, 0.800299, 0.472205)","(-0.319703, 0.891267, 0.32161)","(-0.395426, 0.753391, 0.525395)","(-0.43922, 0.597084, 0.67125)","(-0.227182, 0.826273, 0.515424)","(-0.140407, 0.929672, 0.340583)","(-0.235949, 0.803321, 0.546811)","(-0.305445, 0.651129, 0.694791)","(-0.0840498, 0.85484, 0.512039)","(-0.0590578, 0.913178, 0.40326)","(-0.212415, 0.75692, 0.618022)","(-0.325254, 0.572005, 0.753007)",oinch
"(0, 0, 0)","(-0.602405, 0.445446, 0.662334)","(-0.488836, 0.468071, 0.736171)","(-0.33704, 0.483745, 0.80771)","(-0.47921, 0.765565, 0.429265)","(-0.434374, 0.237301, 0.868912)","(-0.0601052, -0.608389, 0.79136)","(0.2233, -0.901943, 0.369642)","(-0.35562, 0.806211, 0.47282)","(-0.309628, 0.898923, 0.30995)","(-0.377679, 0.77944, 0.499832)","(-0.419289, 0.643997, 0.639895)","(-0.212339, 0.831614, 0.513157)","(-0.134332, 0.932346, 0.335688)","(-0.220335, 0.818954, 0.529874)","(-0.284103, 0.683538, 0.672355)","(-0.069122, 0.859249, 0.506866)","(-0.0404473, 0.916951, 0.396944)","(-0.185126, 0.771676, 0.608477)","(-0.293743, 0.599071, 0.744868)",oinch
"(0, 0, 0)","(-0.58149, 0.451683, 0.676647)","(-0.465733, 0.473641, 0.7475)","(-0.311857, 0.488325, 0.815036)","(-0.462061, 0.770249, 0.439563)","(-0.411384, 0.252271, 0.875855)","(-0.0494217, -0.597803, 0.800118)","(0.221543, -0.900476, 0.374247)","(-0.337073, 0.810062, 0.479772)","(-0.296621, 0.904685, 0.305879)","(-0.356022, 0.800982, 0.481327)","(-0.394034, 0.684019, 0.613886)","(-0.192602, 0.834474, 0.516292)","(-0.123421, 0.934256, 0.334565)","(-0.199129, 0.832845, 0.516446)","(-0.256404, 0.713045, 0.652552)","(-0.0493933, 0.861004, 0.506194)","(-0.0197884, 0.917764, 0.396634)","(-0.155005, 0.780861, 0.605169)","(-0.258437, 0.618407, 0.742148)",oinch
"(0, 0, 0)","(-0.557125, 0.457624, 0.692959)","(-0.438895, 0.479441, 0.759939)","(-0.282689, 0.493776, 0.822358)","(-0.44421, 0.77445, 0.45045)","(-0.383215, 0.268442, 0.88379)","(-0.030902, -0.585366, 0.81018)","(0.225801, -0.897389, 0.379087)","(-0.31781, 0.813914, 0.486354)","(-0.2856, 0.908574, 0.304838)","(-0.335613, 0.817981, 0.467195)","(-0.368489, 0.71663, 0.592163)","(-0.172121, 0.837876, 0.518014)","(-0.113587, 0.936958, 0.330466)","(-0.176716, 0.849885, 0.496455)","(-0.225452, 0.748525, 0.623604)","(-0.0292079, 0.863727, 0.503113)","(0.00330865, 0.92017, 0.391505)","(-0.118863, 0.794845, 0.595057)","(-0.214432, 0.646242, 0.732386)",oinch
"(0, 0, 0)","(-0.537459, 0.463857, 0.704254)","(-0.417504, 0.484381, 0.768808)","(-0.259746, 0.496978, 0.827976)","(-0.426155, 0.779365, 0.459328)","(-0.36313, 0.28141, 0.888226)","(-0.0245958, -0.577985, 0.815677)","(0.220524, -0.898016, 0.380704)","(-0.298607, 0.817431, 0.492586)","(-0.272951, 0.912371, 0.305086)","(-0.317473, 0.831352, 0.456141)","(-0.347649, 0.741433, 0.573948)","(-0.152036, 0.839781, 0.521204)","(-0.100191, 0.941158, 0.322774)","(-0.152893, 0.870432, 0.467945)","(-0.194708, 0.789498, 0.582049)","(-0.00918571, 0.864046, 0.503329)","(0.0295169, 0.919629, 0.391678)","(-0.0823104, 0.806037, 0.586113)","(-0.171829, 0.672032, 0.720311)",oinch
"(0, 0, 0)","(-0.520313, 0.471661, 0.711906)","(-0.398792, 0.49231, 0.77369)","(-0.239609, 0.504833, 0.829296)","(-0.413385, 0.784687, 0.46193)","(-0.34394, 0.298151, 0.890399)","(-0.0120265, -0.565014, 0.824994)","(0.223397, -0.894153, 0.388051)","(-0.285012, 0.822579, 0.492068)","(-0.266091, 0.915964, 0.300341)","(-0.304564, 0.844442, 0.440635)","(-0.331126, 0.76567, 0.551457)","(-0.137775, 0.84465, 0.517286)","(-0.0928327, 0.945931, 0.3108)","(-0.137343, 0.886452, 0.441973)","(-0.173173, 0.819099, 0.54689)","(0.00472956, 0.868259, 0.496088)","(0.04623, 0.922413, 0.383429)","(-0.0570114, 0.81724, 0.57347)","(-0.14083, 0.693057, 0.706993)",oinch
"(0, 0, 0)","(-0.496849, 0.482892, 0.72108)","(-0.373417, 0.50311, 0.779384)","(-0.212562, 0.514801, 0.83054)","(-0.394219, 0.792565, 0.465222)","(-0.31857, 0.318203, 0.892894)","(0.00262334, -0.550957, 0.83453)","(0.224511, -0.89105, 0.394493)","(-0.264769, 0.829653, 0.491501)","(-0.252795, 0.920352, 0.298407)","(-0.28623, 0.854991, 0.432507)","(-0.309523, 0.783248, 0.539183)","(-0.116725, 0.850713, 0.512506)","(-0.081408, 0.953162, 0.291299)","(-0.117236, 0.906428, 0.405763)","(-0.146595, 0.854029, 0.499143)","(0.0253416, 0.872908, 0.487227)","(0.0742197, 0.926065, 0.369993)","(-0.0172479, 0.834282, 0.551069)","(-0.0931832, 0.725659, 0.681715)",oinch
"(0, 0, 0)","(-0.47004, 0.50196, 0.726016)","(-0.34462, 0.521899, 0.780294)","(-0.182089, 0.532737, 0.826459)","(-0.371797, 0.805563, 0.46134)","(-0.2899, 0.346355, 0.892186)","(0.0192064, -0.530253, 0.847622)","(0.225461, -0.885223, 0.406875)","(-0.241237, 0.841688, 0.483079)","(-0.235566, 0.928156, 0.28816)","(-0.264382, 0.869145, 0.417958)","(-0.284591, 0.804101, 0.521948)","(-0.0924198, 0.861482, 0.499307)","(-0.0665309, 0.960336, 0.270792)","(-0.0961435, 0.921977, 0.375121)","(-0.120698, 0.879026, 0.461244)","(0.0490622, 0.881603, 0.469434)","(0.100865, 0.939468, 0.327455)","(0.0298339, 0.875026, 0.483155)","(-0.0306426, 0.798249, 0.601548)",oinch
"(0, 0, 0)","(-0.436011, 0.527408, 0.729202)","(-0.308216, 0.547901, 0.777694)","(-0.143736, 0.55872, 0.816806)","(-0.346606, 0.822108, 0.451667)","(-0.251445, 0.381579, 0.889479)","(0.0487584, -0.501276, 0.863913)","(0.234961, -0.874323, 0.424678)","(-0.215002, 0.857756, 0.466935)","(-0.218188, 0.93785, 0.269874)","(-0.240996, 0.886028, 0.396074)","(-0.256844, 0.828282, 0.497976)","(-0.0655024, 0.876762, 0.476443)","(-0.0523356, 0.970284, 0.23624)","(-0.0753047, 0.940437, 0.331523)","(-0.0945394, 0.90665, 0.411154)","(0.0747699, 0.89478, 0.440202)","(0.117882, 0.953458, 0.277526)","(0.0617081, 0.906202, 0.418317)","(0.0131013, 0.848572, 0.528917)",oinch
"(0, 0, 0)","(-0.398042, 0.558089, 0.728079)","(-0.267928, 0.578902, 0.770122)","(-0.101671, 0.589284, 0.801503)","(-0.318343, 0.841597, 0.436316)","(-0.209281, 0.422346, 0.881944)","(0.0810872, -0.466815, 0.880629)","(0.244911, -0.860865, 0.446016)","(-0.185858, 0.876312, 0.444448)","(-0.19889, 0.948969, 0.244747)","(-0.215565, 0.905478, 0.365571)","(-0.226956, 0.856257, 0.46402)","(-0.0359103, 0.89399, 0.446645)","(-0.0363009, 0.980199, 0.194659)","(-0.0533945, 0.958017, 0.281696)","(-0.0678498, 0.932312, 0.355233)","(0.102773, 0.90914, 0.40361)","(0.130904, 0.965102, 0.22681)","(0.084354, 0.928538, 0.361528)","(0.0435469, 0.881915, 0.469393)",oinch
"(0, 0, 0)","(-0.369899, 0.586567, 0.720496)","(-0.238249, 0.607551, 0.757706)","(-0.0709007, 0.617372, 0.78347)","(-0.297082, 0.859106, 0.416748)","(-0.178863, 0.459853, 0.869795)","(0.103978, -0.434352, 0.894722)","(0.251333, -0.847675, 0.467203)","(-0.164111, 0.892791, 0.419513)","(-0.184084, 0.958908, 0.21589)","(-0.196602, 0.922986, 0.330823)","(-0.205024, 0.881529, 0.42529)","(-0.0140225, 0.909078, 0.416391)","(-0.0246607, 0.987786, 0.153851)","(-0.0375422, 0.972065, 0.231688)","(-0.0485296, 0.953313, 0.298058)","(0.123352, 0.921396, 0.368528)","(0.139178, 0.973865, 0.179489)","(0.0992631, 0.945946, 0.308761)","(0.0639275, 0.908128, 0.413784)",oinch
"(0, 0, 0)","(-0.355999, 0.623593, 0.695985)","(-0.223695, 0.644341, 0.731291)","(-0.0559373, 0.652891, 0.755383)","(-0.281765, 0.881129, 0.379763)","(-0.166848, 0.506838, 0.845741)","(0.103678, -0.391562, 0.914292)","(0.242614, -0.829225, 0.503512)","(-0.148318, 0.912992, 0.380062)","(-0.165218, 0.971931, 0.167492)","(-0.176571, 0.945031, 0.275207)","(-0.184548, 0.912632, 0.364754)","(0.00195614, 0.926966, 0.375141)","(-0.0181249, 0.994711, 0.101102)","(-0.0291857, 0.98508, 0.169602)","(-0.0386897, 0.972774, 0.228503)","(0.139114, 0.93515, 0.325795)","(0.149872, 0.980206, 0.129361)","(0.112334, 0.960542, 0.254442)","(0.0789109, 0.930688, 0.357202)",oinch
"(0, 0, 0)","(-0.351701, 0.632388, 0.690211)","(-0.21891, 0.658425, 0.720108)","(-0.0506954, 0.673058, 0.73785)","(-0.297257, 0.882591, 0.364242)","(-0.15663, 0.537391, 0.82866)","(0.145681, -0.351229, 0.924887)","(0.286143, -0.8033, 0.522332)","(-0.165011, 0.918714, 0.358798)","(-0.188888, 0.97186, 0.140748)","(-0.195272, 0.950129, 0.243153)","(-0.199037, 0.923169, 0.328851)","(-0.0155487, 0.937349, 0.348045)","(-0.0506194, 0.996639, 0.0644077)","(-0.0582907, 0.990145, 0.127339)","(-0.0647853, 0.981203, 0.181776)","(0.11944, 0.948451, 0.293554)","(0.120218, 0.988342, 0.0934236)","(0.0889127, 0.972333, 0.216017)","(0.061165, 0.946294, 0.317468)",oinch
"(0, 0, 0)","(-0.351849, 0.651682, 0.671947)","(-0.20884, 0.682481, 0.700433)","(-0.0354855, 0.699256, 0.71399)","(-0.319456, 0.887466, 0.332194)","(-0.173452, 0.576437, 0.798521)","(0.152473, -0.301323, 0.941253)","(0.306489, -0.772711, 0.555861)","(-0.188205, 0.926781, 0.325047)","(-0.212304, 0.971842, 0.102226)","(-0.217791, 0.955034, 0.201191)","(-0.220746, 0.932909, 0.284522)","(-0.039299, 0.948876, 0.313193)","(-0.0796124, 0.996608, 0.0208353)","(-0.0867736, 0.992912, 0.0812232)","(-0.0927671, 0.986666, 0.133735)","(0.0952543, 0.961451, 0.257951)","(0.0747456, 0.996338, 0.0415285)","(0.047156, 0.987318, 0.151589)","(0.0231628, 0.969541, 0.24383)",oinch
"(0, 0, 0)","(-0.315924, 0.663003, 0.678689)","(-0.15645, 0.692461, 0.704288)","(0.0252245, 0.703284, 0.710461)","(-0.310753, 0.891636, 0.329268)","(-0.165377, 0.592054, 0.788748)","(0.157206, -0.288597, 0.944456)","(0.306372, -0.769678, 0.560118)","(-0.179337, 0.930084, 0.320597)","(-0.204474, 0.974656, 0.09075)","(-0.209027, 0.960406, 0.184197)","(-0.211446, 0.941271, 0.263248)","(-0.0304182, 0.95117, 0.307165)","(-0.0764634, 0.997058, 0.00535156)","(-0.0828595, 0.994574, 0.0629094)","(-0.0882344, 0.989651, 0.113164)","(0.103671, 0.962537, 0.250549)","(0.0701296, 0.997226, 0.024943)","(0.044735, 0.990532, 0.129786)","(0.0226275, 0.975653, 0.218147)",oinch
"(0, 0, 0)","(-0.275676, 0.678318, 0.681093)","(-0.104601, 0.704609, 0.701844)","(0.08532, 0.708866, 0.700164)","(-0.292565, 0.899916, 0.323354)","(-0.145565, 0.609791, 0.77908)","(0.168121, -0.275845, 0.946385)","(0.304874, -0.767689, 0.563654)","(-0.160789, 0.93638, 0.311994)","(-0.188524, 0.979029, 0.0772062)","(-0.191668, 0.967113, 0.167197)","(-0.193109, 0.950457, 0.243599)","(-0.0118393, 0.955178, 0.295795)","(-0.0654707, 0.997638, -0.0208062)","(-0.0706943, 0.996949, 0.0331002)","(-0.0751181, 0.993924, 0.0804472)","(0.121414, 0.963944, 0.236793)","(0.0798244, 0.996801, -0.00388494)","(0.0572663, 0.993697, 0.0963706)","(0.0374356, 0.982669, 0.181548)",oinch
"(0, 0, 0)","(-0.24315, 0.68865, 0.68311)","(-0.0649945, 0.711471, 0.699703)","(0.128884, 0.710169, 0.692133)","(-0.276368, 0.906165, 0.320135)","(-0.128596, 0.621661, 0.772658)","(0.176287, -0.269481, 0.946733)","(0.301938, -0.768887, 0.563601)","(-0.144278, 0.940775, 0.306799)","(-0.173668, 0.982674, 0.0647328)","(-0.17584, 0.972784, 0.150905)","(-0.176651, 0.95836, 0.224365)","(0.00468539, 0.957456, 0.28854)","(-0.0580647, 0.99737, -0.0433814)","(-0.0624135, 0.998029, 0.00652691)","(-0.0661271, 0.996526, 0.0506215)","(0.137266, 0.963993, 0.227762)","(0.0897307, 0.995705, -0.0228059)","(0.0691616, 0.994834, 0.0743061)","(0.0509232, 0.986244, 0.157258)",oinch
"(0, 0, 0)","(-0.200271, 0.687515, 0.698008)","(-0.0170667, 0.707362, 0.706645)","(0.177053, 0.702173, 0.689641)","(-0.256012, 0.906594, 0.335478)","(-0.0963262, 0.623303, 0.776025)","(0.207123, -0.274978, 0.938875)","(0.314439, -0.776904, 0.545481)","(-0.124165, 0.940062, 0.317595)","(-0.168283, 0.983173, 0.0710684)","(-0.16764, 0.973188, 0.157484)","(-0.166061, 0.958613, 0.23127)","(0.0241956, 0.955477, 0.294073)","(-0.0536427, 0.99718, -0.052474)","(-0.0561177, 0.998406, -0.00602005)","(-0.0582143, 0.997682, 0.0352498)","(0.154556, 0.961176, 0.228588)","(0.0979565, 0.994674, -0.0320611)","(0.0816646, 0.994745, 0.0617592)","(0.0670037, 0.987552, 0.142304)",oinch
"(0, 0, 0)","(-0.165411, 0.707677, 0.686901)","(0.0167681, 0.721026, 0.692705)","(0.200145, 0.710068, 0.675089)","(-0.223477, 0.920695, 0.319967)","(-0.0707841, 0.64896, 0.757522)","(0.206659, -0.258439, 0.943664)","(0.294455, -0.776843, 0.556607)","(-0.0908154, 0.949552, 0.300173)","(-0.139882, 0.988649, 0.0548213)","(-0.138719, 0.980073, 0.142175)","(-0.136852, 0.966572, 0.216818)","(0.0577155, 0.959728, 0.274939)","(-0.0282376, 0.995912, -0.0857961)","(-0.030335, 0.998773, -0.039149)","(-0.032151, 0.99948, 0.00257534)","(0.18752, 0.95996, 0.208116)","(0.130779, 0.989012, -0.0689416)","(0.116615, 0.992995, 0.0190134)","(0.103581, 0.990058, 0.0951673)",oinch
"(0, 0, 0)","(-0.151818, 0.721247, 0.675836)","(0.0294058, 0.732747, 0.679866)","(0.208056, 0.720295, 0.661731)","(-0.21243, 0.928193, 0.305501)","(-0.061641, 0.673199, 0.736887)","(0.20989, -0.236477, 0.948696)","(0.290459, -0.770225, 0.567791)","(-0.0796608, 0.955447, 0.284211)","(-0.135204, 0.989993, 0.0404087)","(-0.133481, 0.982546, 0.129562)","(-0.131131, 0.969773, 0.205779)","(0.0687608, 0.963778, 0.257691)","(-0.0239144, 0.993335, -0.112758)","(-0.0257629, 0.997554, -0.0649786)","(-0.0273692, 0.999383, -0.022029)","(0.198046, 0.961621, 0.189904)","(0.140859, 0.985137, -0.0983078)","(0.128039, 0.991676, -0.0135841)","(0.116113, 0.991408, 0.060233)",oinch
